"Cluster","RA","DEC","GLON","GLAT","r50","agenn","dmnn","distpc","pmRA*","e_pmRA*","pmDE","e_pmDE","plx","e_plx","nb","nbB0","nbB2","nbB4","SimbadName","_RA_icrs","_DE_icrs"
"UBC_526",199.664,-62.523,306.065,0.182,0.074,7.26,11.47,1969,-4.16,0.078,-1.787,0.076,0.491,0.024,17,2,13,16," ",199.664,-62.523
"Collinder_272",202.586,-61.319,307.584,1.201,0.127,7.66,11.75,2236,-3.475,0.068,-1.808,0.086,0.451,0.036,254,19,101,215,"Cl Collinder 272",202.586,-61.319
"NGC_5168",202.791,-60.945,307.738,1.556,0.044,8.78,12.31,2892,-4.146,0.063,-1.443,0.063,0.297,0.037,182,1,60,162,"NGC 5168",202.791,-60.945
"FSR_1663",205.251,-60.203,309.057,2.078,0.044,9.11,12.34,2940,-5.033,0.036,-2.448,0.059,0.319,0.038,83,0,33,84,"[FSR2007] 1663",205.251,-60.203
"Platais_10",205.22,-59.271,309.22,2.996,0.485,8.04,6.91,240,-30.625,0.224,-10.172,0.563,4.203,0.039,19,1,2,6,"Cl Platais 10",205.22,-59.271
"UBC_292",200.201,-61.258,306.465,1.404,0.199,7.84,11.68,2170,-3.664,0.042,-1.626,0.092,0.439,0.018,82,3,29,68," ",200.201,-61.258
"NGC_5138",201.829,-59.023,307.544,3.527,0.07,7.68,11.31,1827,-3.636,0.054,-1.385,0.067,0.517,0.042,93,5,23,55,"NGC 5138",201.829,-59.023
"Ruprecht_108",203.002,-58.509,308.223,3.945,0.106,7.92,9.98,992,-8.986,0.078,-2.277,0.073,0.998,0.03,32,0,1,6,"Cl Ruprecht 108",203.002,-58.509
"UBC_294",204.258,-58.073,308.945,4.267,0.072,8.9,11,1586,-8.613,0.068,-2.291,0.059,0.637,0.029,52,3,21,40," ",204.258,-58.073
"Ruprecht_112",224.256,-62.56,316.844,-3.13,0.113,8.73,12.18,2733,-4.44,0.07,-4.231,0.075,0.347,0.028,368,33,196,368,"Cl Ruprecht 112",224.256,-62.56
"UBC_532",226.476,-62.239,317.9,-3.344,0.052,7.56,11.54,2035,-2.481,0.038,-3.216,0.026,0.486,0.018,16,3,8,16," ",226.476,-62.239
"ASCC_79",229.731,-60.798,319.977,-2.905,0.98,7.27,9.58,825,-3.052,0.374,-4.116,0.443,1.179,0.059,107,7,40,102,"[KPR2005] 79",229.731,-60.798
"LP_2100",227.612,-60.495,319.247,-2.105,0.137,8.4,11.5,1992,-3.399,0.071,-3.495,0.059,0.487,0.024,65,4,20,55," ",227.612,-60.495
"UBC_664",226.132,-60.862,318.438,-2.072,0.069,7.61,12.38,2993,-4.404,0.054,-3.369,0.059,0.303,0.021,24,3,16,24," ",226.132,-60.862
"UBC_299",219.644,-62.153,315.094,-1.838,0.046,8.47,12.19,2739,-3.469,0.074,-1.739,0.06,0.319,0.029,60,4,34,59," ",219.644,-62.153
"Teutsch_80",223.361,-60.478,317.418,-1.084,0.039,8.35,11.93,2432,-5.577,0.084,-3.658,0.077,0.348,0.042,99,14,67,99,"Teutsch 80",223.361,-60.478
"Hogg_17",218.459,-61.326,314.899,-0.856,0.059,8.17,11.79,2277,-5.25,0.048,-2.429,0.052,0.416,0.033,40,5,24,38,"Cl Hogg 17",218.459,-61.326
"Trumpler_22",217.783,-61.169,314.657,-0.588,0.103,7.51,11.94,2439,-5.145,0.067,-2.69,0.062,0.399,0.022,140,23,96,139,"Cl Trumpler 22",217.783,-61.169
"Pismis_19",217.666,-60.889,314.71,-0.307,0.035,8.92,12.73,3515,-5.49,0.126,-3.387,0.116,0.282,0.061,417,27,320,430,"Cl Pismis 19",217.666,-60.889
"NGC_5617",217.452,-60.719,314.676,-0.11,0.117,8.02,11.75,2236,-5.681,0.09,-3.172,0.115,0.422,0.035,556,68,226,484,"NGC 5617",217.452,-60.719
"Ruprecht_111",219.01,-59.975,315.672,0.284,0.089,8.96,10.81,1451,-7.257,0.085,-6.11,0.096,0.672,0.026,128,3,38,94,"Cl Ruprecht 111",219.01,-59.975
"UBC_298",217.559,-59.815,315.058,0.715,0.07,7.69,12,2511,-5.593,0.085,-3.666,0.05,0.377,0.024,60,10,34,61," ",217.559,-59.815
"ESO_134_12",221.22,-59.158,317.028,0.574,0.033,8.18,11.92,2420,-5.25,0.081,-3.109,0.07,0.438,0.04,49,5,27,51,"ESO 134-12",221.22,-59.158
"UBC_301",219.49,-58.996,316.278,1.087,0.083,8.37,11.16,1704,-5.577,0.061,-2.659,0.055,0.599,0.027,32,2,11,30," ",219.49,-58.996
"NGC_5715",220.859,-57.578,317.52,2.087,0.065,8.73,11.63,2117,-3.471,0.079,-2.302,0.068,0.462,0.033,136,11,70,135,"NGC 5715",220.859,-57.578
"UPK_604",224.4,-59.75,318.243,-0.703,0.281,7.63,9.24,703,-4.571,0.125,-3.73,0.118,1.32,0.039,41,0,3,13," ",224.4,-59.75
"UPK_607",225.058,-57.148,319.747,1.434,0.147,7.19,9.82,919,-4.235,0.145,-3.271,0.155,1.061,0.041,35,0,2,11," ",225.058,-57.148
"NGC_5823",226.365,-55.608,321.118,2.459,0.134,7.9,11.4,1906,,,,,,,458,53,185,384,"NGC 5823",226.365,-55.608
"Lynga_5",235.462,-56.68,324.766,-1.213,0.078,8.9,12.33,2929,-3.665,0.063,-3.593,0.061,0.331,0.037,130,6,80,131,"Cl Lynga 5",235.462,-56.68
"UBC_535",237.584,-56.758,325.616,-1.989,0.05,7.25,12.28,2862,-3.974,0.054,-4.532,0.026,0.308,0.014,28,6,22,28," ",237.584,-56.758
"UFMG_1",236.593,-56.792,325.19,-1.68,0.101,8.43,11.9,2398,-1.665,0.072,-3.222,0.063,0.376,0.033,116,13,75,127," ",236.593,-56.792
"NGC_5999",238.046,-56.482,326.008,-1.936,0.044,8.3,12.2,2751,-3.416,0.079,-4.227,0.072,0.349,0.027,181,27,129,181,"NGC 5999",238.046,-56.482
"UFMG_2",237.585,-55.961,326.137,-1.37,0.07,9.11,11.74,2228,-4.41,0.1,-3.079,0.094,0.376,0.048,449,5,168,454," ",237.585,-55.961
"UBC_536",237.68,-55.632,326.405,-1.134,0.079,7.51,11.49,1982,-3.355,0.035,-4.754,0.03,0.518,0.028,21,9,17,21," ",237.68,-55.632
"UFMG_3",238.115,-55.419,326.71,-1.136,0.109,8.29,11.45,1949,-1.062,0.075,-2.242,0.084,0.493,0.041,204,12,78,190," ",238.115,-55.419
"UPK_621",237.093,-54.403,326.936,-0.026,0.42,7.42,9.63,842,-2.496,0.113,-3.121,0.09,1.12,0.032,47,0,6,18," ",237.093,-54.403
"UPK_617",234.809,-55.394,325.239,0.04,0.183,7.85,9.27,714,-2.793,0.111,-5.285,0.1,1.367,0.039,83,1,5,19," ",234.809,-55.394
"NGC_5925",231.847,-54.515,324.363,1.735,0.19,8.69,10.74,1404,-4.354,0.127,-5.118,0.104,0.687,0.033,372,13,90,243,"NGC 5925",231.847,-54.515
"UPK_614",231.204,-53.967,324.337,2.387,0.192,8,9.76,893,-1.899,0.085,-4.461,0.07,1.097,0.031,41,0,2,18," ",231.204,-53.967
"UBC_533",230.274,-53.179,324.338,3.361,0.087,7.95,10.44,1226,-1.752,0.074,-1.318,0.031,0.834,0.017,23,0,4,15," ",230.274,-53.179
"NGC_5822",226.051,-54.366,321.57,3.63,0.368,8.96,9.66,854,-7.486,0.184,-5.488,0.171,1.201,0.033,607,7,95,295,"NGC 5822",226.051,-54.366
"Alessi_8",232.408,-51.227,326.501,4.259,0.224,8.07,9.12,668,-5.935,0.183,-5.682,0.165,1.493,0.029,48,4,7,19,"Cl Alessi 8",232.408,-51.227
"NGC_5606",216.946,-59.632,314.84,0.993,0.034,7.26,11.98,2493,-4.91,0.074,-2.868,0.049,0.406,0.019,36,13,31,36,"NGC 5606",216.946,-59.632
"Ruprecht_167",215.15,-58.858,314.252,2.04,0.179,8.73,11.09,1652,-8.246,0.092,-4.794,0.039,0.621,0.041,79,6,29,64,"Cl Ruprecht 167",215.15,-58.858
"NGC_5662",218.734,-56.64,316.842,3.411,0.33,8.3,9.41,761,-6.484,0.137,-7.2,0.137,1.292,0.035,236,10,45,98,"NGC 5662",218.734,-56.64
"UBC_303",221.85,-56.255,318.576,3.047,0.08,8.85,11.19,1726,-4.91,0.057,-3.83,0.059,0.559,0.034,74,0,20,61," ",221.85,-56.255
"UBC_302",220.122,-55.385,318.07,4.237,0.095,8.76,10.38,1192,-4.883,0.078,-4.153,0.066,0.847,0.033,23,0,5,14," ",220.122,-55.385
"NGC_5749",222.204,-54.502,319.518,4.545,0.139,7.72,10.25,1122,-2.755,0.081,-3.056,0.092,0.892,0.032,71,4,12,34,"NGC 5749",222.204,-54.502
"NGC_5593",216.419,-54.795,316.32,5.608,0.135,7.94,10.06,1029,-5.811,0.09,-2.056,0.115,0.949,0.034,78,4,14,33,"NGC 5593",216.419,-54.795
"NGC_5764",223.389,-52.667,320.972,5.874,0.034,9.12,11.51,2002,-3.361,0.036,-2.277,0.059,0.484,0.023,38,1,12,38,"NGC 5764",223.389,-52.667
"Hogg_18",222.716,-52.271,320.784,6.413,0.067,8.42,11.22,1756,-1.802,0.09,-2.268,0.115,0.553,0.039,25,4,8,13,"Cl Hogg 18",222.716,-52.271
"UPK_613",226.276,-49.152,324.244,8.133,0.246,7.92,9.67,859,-4.515,0.08,-3.632,0.069,1.135,0.053,26,0,6,9," ",226.276,-49.152
"Alessi_24",260.764,-62.693,328.984,-14.572,0.466,7.86,8.5,502,-0.476,0.161,-8.967,0.161,2.067,0.053,155,3,10,27,"Cl Alessi 24",260.764,-62.693
"UPK_624",254.138,-60.422,329.053,-10.625,0.479,7.6,7.51,317,-1.502,0.129,-14.386,0.324,3.165,0.067,38,0,0,6," ",254.138,-60.422
"Alessi_Teutsch_12",255.421,-58.981,330.635,-10.337,0.489,7.94,9.03,641,-2.259,0.156,-8.938,0.126,1.646,0.051,41,4,6,14,"Name Alessi-Teutsch 12",255.421,-58.981
"UPK_629",255.222,-55.976,332.882,-8.509,0.473,8.72,9.88,945,0.731,0.137,-3.763,0.132,1.084,0.026,39,0,1,15," ",255.222,-55.976
"LP_2210",247.197,-54.963,330.822,-4.328,0.124,8.11,10.73,1400,0.022,0.061,-1.247,0.059,0.714,0.023,98,1,19,58," ",247.197,-54.963
"NGC_6208",252.336,-53.714,333.754,-5.741,0.162,9.15,10.42,1215,-1.002,0.12,-1.521,0.102,0.846,0.031,314,3,29,165,"NGC 6208",252.336,-53.714
"Harvard_10",244.859,-54.957,329.885,-3.365,0.354,8.3,9.28,716,-1.982,0.161,-10.6,0.151,1.45,0.033,147,5,23,53,"Cl Harvard 10",244.859,-54.957
"UBC_310",244.473,-53.527,330.718,-2.19,0.077,9.08,12.17,2722,-0.729,0.059,-2.187,0.054,0.332,0.032,189,3,76,174," ",244.473,-53.527
"NGC_6067",243.299,-54.227,329.74,-2.213,0.112,8.1,11.37,1881,-1.961,0.111,-2.579,0.111,0.474,0.031,831,99,340,684,"NGC 6067",243.299,-54.227
"Moffat_1",240.397,-54.149,328.535,-1.014,0.033,7.89,11.79,2278,-2.289,0.06,-3.029,0.028,0.401,0.033,14,6,12,15,"Cl Moffat 1",240.397,-54.149
"NGC_6031",241.907,-54.014,329.287,-1.502,0.036,7.95,11.16,1702,-2.185,0.075,-3.043,0.063,0.542,0.031,64,2,10,43,"NGC 6031",241.907,-54.014
"UBC_537",242.896,-53.037,330.378,-1.188,0.045,9.34,12.6,3316,-2.491,0.056,-2.028,0.046,0.301,0.03,63,0,34,64," ",242.896,-53.037
"LP_861",244.705,-52.88,331.278,-1.821,0.034,9.27,13.06,4087,-2.59,0.089,-3.976,0.045,0.246,0.04,66,1,39,66," ",244.705,-52.88
"Ruprecht_115",243.215,-52.393,330.963,-0.844,0.052,8.37,11.86,2355,-4.36,0.105,-4.558,0.084,0.381,0.039,97,8,43,93,"Cl Ruprecht 115",243.215,-52.393
"UBC_538",242.592,-52.339,330.724,-0.537,0.065,8.8,12.21,2772,-2.923,0.066,-4.282,0.073,0.342,0.033,117,13,90,122," ",242.592,-52.339
"UPK_627",245.354,-53.089,331.38,-2.35,0.496,8.67,8.64,533,-2.52,0.127,-10.087,0.227,1.904,0.05,42,2,4,13," ",245.354,-53.089
"Ruprecht_117",245.888,-51.879,332.496,-1.621,0.056,8.12,12.59,3294,-0.511,0.053,-2.205,0.051,0.32,0.025,69,15,46,66,"Cl Ruprecht 117",245.888,-51.879
"UBC_313",246.139,-51.932,332.57,-1.764,0.076,7.78,12.55,3231,-3.174,0.095,-4.319,0.082,0.33,0.037,59,10,36,61," ",246.139,-51.932
"NGC_6152",248.213,-52.629,332.939,-3.168,0.15,8.35,11.05,1618,-2.58,0.086,-4.975,0.079,0.617,0.026,171,17,65,143,"NGC 6152",248.213,-52.629
"UPK_630",249.193,-51.304,334.311,-2.714,0.104,8.05,9.75,892,-1.832,0.105,-2.294,0.076,1.088,0.028,35,0,5,12," ",249.193,-51.304
"Ruprecht_119",247.039,-51.5,333.265,-1.869,0.094,7.68,11.74,2228,-1.365,0.065,-3.422,0.069,0.468,0.032,82,11,41,76,"Cl Ruprecht 119",247.039,-51.5
"ESO_226_06",246.04,-51.151,333.081,-1.178,0.04,7.51,11.89,2382,-2.274,0.055,-3.267,0.054,0.401,0.018,19,7,13,19,"ESO 226-06",246.04,-51.151
"UBC_540",243.758,-51.688,331.678,-0.567,0.098,7.64,12.26,2828,-3.611,0.073,-4.012,0.071,0.333,0.032,78,18,53,78," ",243.758,-51.688
"UBC_666",244.723,-51.594,332.167,-0.922,0.061,7.52,13.02,4025,-3.327,0.037,-4.541,0.037,0.219,0.033,15,9,15,15," ",244.723,-51.594
"UBC_539",243.053,-51.471,331.516,-0.126,0.087,7.73,11.91,2404,-1.689,0.061,-1.919,0.042,0.436,0.021,26,3,15,26," ",243.053,-51.471
"Ruprecht_176",243.676,-51.332,331.899,-0.269,0.039,8.08,12.09,2615,-2.702,0.073,-2.99,0.047,0.365,0.032,104,12,47,95,"Cl Ruprecht 176",243.676,-51.332
"UBC_312",244.235,-50.721,332.576,-0.07,0.037,8.9,12,2516,-0.406,0.059,-2.243,0.044,0.349,0.029,43,1,20,44," ",244.235,-50.721
"UBC_314",243.386,-50.128,332.595,0.719,0.104,9.49,11.08,1646,-1.924,0.089,-5.417,0.08,0.623,0.032,101,2,27,94," ",243.386,-50.128
"LP_273",245.723,-50.172,333.636,-0.347,0.07,8.58,11.9,2399,-2.343,0.077,-4.122,0.058,0.392,0.03,86,1,39,81," ",245.723,-50.172
"UBC_542",244.575,-49.487,333.585,0.661,0.067,8.1,11.25,1777,-0.456,0.066,-1.34,0.042,0.573,0.023,51,2,22,51," ",244.575,-49.487
"NGC_6253",254.778,-52.712,335.459,-6.257,0.06,9.51,11.09,1653,-4.555,0.125,-5.261,0.107,0.591,0.033,322,2,23,194,"NGC 6253",254.778,-52.712
"DBSB_104",255.997,-51.088,337.216,-5.866,0.035,7.43,10.16,1078,-0.577,0.216,-2.582,0.093,0.915,0.064,20,0,2,4,"[DBS2003] 104",255.997,-51.088
"Harvard_13",255.999,-48.09,339.615,-4.056,0.078,8.93,10.58,1308,-2.818,0.108,-7.202,0.079,0.831,0.028,32,1,12,24,"Cl Harvard 13",255.999,-48.09
"UBC_546",253.687,-48.459,338.377,-3.067,0.104,8.53,11.27,1796,-1.272,0.057,-2.702,0.055,0.516,0.013,23,5,16,23," ",253.687,-48.459
"Hogg_21",251.414,-47.747,337.95,-1.45,0.045,7.95,12.16,2703,-1.003,0.055,-2.162,0.05,0.376,0.038,27,5,15,26,"Cl Hogg 21",251.414,-47.747
"UBC_318",251.144,-47.577,337.965,-1.152,0.225,7.05,12.23,2795,-0.971,0.101,-2.221,0.123,0.37,0.04,235,55,159,235," ",251.144,-47.577
"UBC_547",251.64,-47.103,338.54,-1.15,0.18,7.18,12.18,2726,-0.785,0.099,-2.019,0.14,0.353,0.031,173,29,104,174," ",251.64,-47.103
"NGC_6204",251.538,-47.027,338.552,-1.046,0.061,7.97,10.46,1235,-0.761,0.159,-0.605,0.116,0.834,0.041,208,9,46,114,"NGC 6204",251.538,-47.027
"UBC_549",252.156,-46.965,338.862,-1.312,0.063,7.93,12.31,2895,-0.819,0.069,-1.917,0.018,0.36,0.034,20,5,13,20," ",252.156,-46.965
"UBC_669",251.81,-46.665,338.953,-0.955,0.065,8.47,11.88,2378,-1.806,0.111,-4.079,0.101,0.405,0.04,103,12,58,102," ",251.81,-46.665
"ASCC_85",251.853,-45.555,339.815,-0.259,0.357,7.85,9.59,829,0.152,0.081,-4.136,0.105,1.139,0.036,104,4,20,49,"[KPR2005] 85",251.853,-45.555
"Collinder_307",248.792,-50.99,334.388,-2.321,0.063,8.39,11.61,2099,-0.754,0.074,-3.346,0.101,0.514,0.035,116,6,47,108,"Cl Collinder 307",248.792,-50.99
"NGC_6167",248.662,-49.759,335.24,-1.429,0.085,8.19,10.63,1336,-0.686,0.172,-2.803,0.152,0.678,0.024,120,6,56,107,"NGC 6167",248.662,-49.759
"Hogg_19",247.236,-49.11,335.08,-0.308,0.046,7.27,12.04,2558,-2.125,0.058,-3.101,0.048,0.405,0.026,34,11,28,34,"Cl Hogg 19",247.236,-49.11
"UBC_545",248.527,-48.881,335.816,-0.784,0.075,7.55,12.05,2575,-1.134,0.054,-2.709,0.045,0.354,0.021,37,12,27,37," ",248.527,-48.881
"UBC_667",247.745,-48.386,335.833,-0.055,0.025,7.53,12.31,2902,-1.708,0.047,-3.468,0.03,0.359,0.03,27,2,20,28," ",247.745,-48.386
"NGC_6193",250.319,-48.777,336.694,-1.576,0.156,6.71,10.51,1264,1.291,0.311,-4.017,0.242,0.837,0.061,419,39,75,133,"NGC 6193",250.319,-48.777
"UBC_316",248.751,-47.992,336.583,-0.26,0.065,8.73,11.15,1697,-3.106,0.049,-3.157,0.054,0.584,0.032,35,0,13,33," ",248.751,-47.992
"NGC_6134",246.953,-49.161,334.915,-0.21,0.156,8.99,10.36,1182,2.153,0.168,-4.445,0.15,0.873,0.043,791,2,84,340,"NGC 6134",246.953,-49.161
"UBC_315",246.376,-47.935,335.519,0.911,0.09,8.57,11.76,2252,-2.804,0.101,-3.763,0.076,0.455,0.042,87,4,40,89," ",246.376,-47.935
"Lynga_9",245.17,-48.523,334.547,1.074,0.061,8.8,12.01,2525,-2.555,0.109,-2.427,0.106,0.391,0.047,377,5,165,367,"Cl Lynga 9",245.17,-48.523
"UBC_668",250.674,-48.01,337.443,-1.237,0.092,8.71,12.15,2693,-0.625,0.068,-1.084,0.056,0.333,0.012,21,6,16,21," ",250.674,-48.01
"UBC_317",250.65,-47.894,337.5,-1.162,0.049,8.51,11.69,2179,-3.201,0.064,-4.66,0.048,0.442,0.025,38,2,24,38," ",250.65,-47.894
"Ruprecht_121",250.436,-46.159,338.712,0.094,0.101,8.25,11.48,1974,-1.11,0.112,-2.581,0.09,0.494,0.03,327,60,221,324,"Cl Ruprecht 121",250.436,-46.159
"UBC_548",250.353,-46.11,338.718,0.175,0.069,8.62,11.88,2379,-2.061,0.046,-3.891,0.067,0.431,0.027,34,1,17,34," ",250.353,-46.11
"NGC_6178",248.939,-45.635,338.408,1.219,0.08,7.22,9.8,913,0.383,0.078,-3.364,0.118,1.111,0.032,33,2,9,19,"NGC 6178",248.939,-45.635
"UBC_319",249.699,-44.755,339.398,1.405,0.129,8.2,10.62,1329,-0.826,0.1,-2.725,0.092,0.725,0.029,74,7,24,55," ",249.699,-44.755
"Alessi_9",265.974,-47.028,344.269,-9.058,1.73,8.45,6.66,215,9.866,0.607,-9.119,0.599,4.788,0.2,178,2,10,30,"Cl Alessi 9",265.974,-47.028
"IC_4651",261.212,-49.917,340.104,-7.902,0.23,9.22,9.96,982,-2.437,0.177,-5.051,0.164,1.063,0.032,793,6,62,322,"IC 4651",261.212,-49.917
"NGC_6322",259.625,-42.937,345.285,-3.071,0.066,7.17,10.69,1377,0.071,0.134,-2.302,0.071,0.773,0.026,60,8,29,44,"NGC 6322",259.625,-42.937
"UPK_642",263.081,-44.242,345.604,-5.865,0.525,8.22,9.81,917,2.318,0.081,-4.364,0.094,1.031,0.039,31,1,7,13," ",263.081,-44.242
"UBC_556",259.305,-41.523,346.297,-2.049,0.048,8.68,11.2,1740,0.104,0.082,-0.753,0.06,0.558,0.028,33,0,15,32," ",259.305,-41.523
"LP_866",261.768,-39.405,349.115,-2.407,0.07,9.28,11.96,2464,2.925,0.102,0.439,0.09,0.409,0.058,205,3,39,196," ",261.768,-39.405
"Trumpler_29",265.347,-40.158,349.967,-5.129,0.145,7.71,10.86,1488,0.461,0.103,-2.349,0.077,0.682,0.033,141,4,28,94,"Cl Trumpler 29",265.347,-40.158
"UBC_562",262.776,-37.891,350.818,-2.235,0.083,7.07,11.94,2440,-0.177,0.079,-2.667,0.073,0.401,0.025,54,14,45,52," ",262.776,-37.891
"Collinder_338",264.483,-37.657,351.74,-3.236,0.242,8.16,9.04,643,,,,,,,63,2,6,24,"Cl Collinder 338",264.483,-37.657
"NGC_6400",265.062,-36.957,352.579,-3.254,0.096,8.48,10.4,1200,0.502,0.112,-2.572,0.12,0.8,0.041,184,3,33,95,"NGC 6400",265.062,-36.957
"Ruprecht_127",264.462,-36.309,352.872,-2.502,0.061,7.13,11.81,2298,-0.307,0.09,-2.295,0.041,0.401,0.033,54,23,45,54,"Cl Ruprecht 127",264.462,-36.309
"NGC_6259",255.195,-44.678,341.983,-1.535,0.144,8.43,11.82,2314,-1.031,0.114,-2.904,0.105,0.424,0.029,733,91,419,711,"NGC 6259",255.195,-44.678
"NGC_6250",254.497,-45.951,340.678,-1.936,0.105,7.38,10,998,0.373,0.15,-2.413,0.098,1.008,0.03,74,8,20,43,"NGC 6250",254.497,-45.951
"NGC_6249",254.445,-44.815,341.545,-1.202,0.041,7.31,10.5,1261,1.668,0.138,-3.39,0.078,0.828,0.034,57,2,20,44,"NGC 6249",254.445,-44.815
"UBC_550",252.65,-45.07,340.539,-0.373,0.051,7.67,12.07,2589,-2.576,0.068,-4.15,0.068,0.394,0.027,39,5,29,39," ",252.65,-45.07
"NGC_6216",252.335,-44.721,340.671,0.019,0.057,7.68,12.06,2578,-1.317,0.1,-2.551,0.095,0.396,0.032,148,22,98,148,"NGC 6216",252.335,-44.721
"BH_200",252.484,-44.182,341.153,0.283,0.054,8.21,11.82,2314,-0.068,0.075,-1.159,0.076,0.415,0.047,92,6,43,89,"Cl VDBH 200",252.484,-44.182
"UBC_322",255.213,-44.184,342.382,-1.236,0.083,8.3,12.22,2780,-0.703,0.083,-1.786,0.07,0.343,0.029,84,25,72,84," ",255.213,-44.184
"UBC_671",253.992,-43.207,342.603,0.052,0.047,8.23,11.83,2320,-0.891,0.089,-2.421,0.054,0.397,0.038,46,5,29,46," ",253.992,-43.207
"LP_145",256.976,-44.157,343.169,-2.23,0.122,9,11.49,1982,,,,,,,482,8,168,446," ",256.976,-44.157
"Teutsch_84",256.09,-42.07,344.445,-0.456,0.035,9.02,11.94,2446,-1.596,0.133,-1.254,0.118,0.378,0.077,159,0,50,161,"Teutsch 84",256.09,-42.07
"UBC_554",256.116,-41.67,344.778,-0.237,0.071,7.78,11.28,1801,-0.602,0.05,-0.931,0.059,0.577,0.036,40,5,15,39," ",256.116,-41.67
"UBC_555",256.582,-41.582,345.051,-0.453,0.034,8.72,11.11,1667,-0.675,0.08,-0.543,0.06,0.574,0.024,25,1,12,24," ",256.582,-41.582
"UBC_552",254.724,-42.06,343.826,0.378,0.08,7.05,11.94,2446,-0.215,0.083,-0.385,0.084,0.382,0.022,38,12,34,39," ",254.724,-42.06
"NGC_6231",253.545,-41.812,343.476,1.19,0.147,7.14,10.84,1475,-0.58,0.149,-2.192,0.178,0.611,0.03,522,74,246,381,"NGC 6231",253.545,-41.812
"BH_211",255.535,-41.113,344.95,0.456,0.082,8.63,11.4,1903,-0.736,0.079,-1.939,0.048,0.558,0.033,71,1,29,65,"Cl VDBH 211",255.535,-41.113
"NGC_6268",255.524,-39.721,346.047,1.315,0.08,8.3,11.13,1684,0.913,0.085,-0.798,0.077,0.65,0.034,92,14,41,81,"NGC 6268",255.524,-39.721
"UBC_557",256.181,-38.983,346.913,1.371,0.113,8.16,11.04,1617,1.464,0.048,-0.414,0.08,0.656,0.014,30,2,11,28," ",256.181,-38.983
"UBC_321",251.906,-44.536,340.614,0.378,0.056,9.12,11.91,2404,-1.586,0.097,-3.137,0.078,0.395,0.041,145,1,59,143," ",251.906,-44.536
"UBC_320",251.403,-44.448,340.446,0.705,0.055,7.25,12.46,3099,-0.668,0.08,-1.022,0.088,0.351,0.042,111,19,93,111," ",251.403,-44.448
"NGC_6192",250.077,-43.355,340.647,2.14,0.084,8.38,11.2,1737,1.634,0.12,-0.212,0.121,0.587,0.036,507,29,133,337,"NGC 6192",250.077,-43.355
"UPK_640",250.26,-39.494,343.56,4.473,1.213,7.4,6.21,174,-11.907,0.643,-21.349,0.603,5.683,0.148,611,2,14,43," ",250.26,-39.494
"UBC_672",253.128,-41.525,343.51,1.604,0.111,7.02,11.01,1595,-0.662,0.018,-2.017,0.028,0.577,0.009,15,0,8,10," ",253.128,-41.525
"UBC_553",253.51,-41.271,343.871,1.556,0.103,7.12,11,1583,-0.537,0.095,-1.859,0.137,0.599,0.024,37,5,24,29," ",253.51,-41.271
"BH_202",253.779,-40.947,344.259,1.598,0.064,8.58,11.22,1752,-1.854,0.088,-3.813,0.091,0.575,0.035,94,5,45,84,"Cl VDBH 202",253.779,-40.947
"UBC_323",253.94,-40.729,344.474,1.644,0.221,6.95,10.88,1496,-0.26,0.2,-1.306,0.214,0.587,0.034,260,28,106,178," ",253.94,-40.729
"BH_205",254.053,-40.636,344.632,1.632,0.097,6.79,11.03,1604,-0.131,0.117,-1.129,0.181,0.582,0.035,54,5,20,37,"Cl VDBH 205",254.053,-40.636
"NGC_6242",253.878,-39.474,345.454,2.464,0.104,7.89,10.48,1246,1.112,0.147,-0.856,0.135,0.768,0.041,465,22,94,233,"NGC 6242",253.878,-39.474
"BH_217",259.071,-40.815,346.781,-1.51,0.039,7.54,12.46,3106,-0.703,0.098,-1.862,0.094,0.327,0.061,98,22,76,98,"Cl VDBH 217",259.071,-40.815
"UBC_558",259.353,-40.276,347.35,-1.375,0.069,6.86,12.26,2833,-0.726,0.077,-1.99,0.078,0.338,0.036,130,28,111,129," ",259.353,-40.276
"UBC_559",259.123,-39.699,347.706,-0.915,0.152,7.06,11.66,2144,-0.505,0.122,-1.419,0.079,0.408,0.031,116,26,87,116," ",259.123,-39.699
"NGC_6318",259.044,-39.424,347.902,-0.686,0.045,6.99,11.73,2213,-0.748,0.084,-2.49,0.093,0.421,0.042,148,45,131,149,"NGC 6318",259.044,-39.424
"Trumpler_25",261.125,-39.006,349.167,-1.771,0.079,8.36,11.64,2130,0.316,0.134,-2.145,0.108,0.414,0.044,573,54,269,552,"Cl Trumpler 25",261.125,-39.006
"UBC_561",261.208,-37.497,350.444,-0.984,0.051,8.43,11.02,1602,0.103,0.093,-3.958,0.066,0.592,0.02,31,0,10,29," ",261.208,-37.497
"Harvard_16",262.781,-36.813,351.718,-1.64,0.132,7.86,11.01,1591,-0.637,0.116,-0.778,0.104,0.637,0.047,345,34,129,304,"Cl Harvard 16",262.781,-36.813
"Gulliver_14",259.928,-36.785,350.46,0.268,0.184,8.78,10.48,1247,-3.761,0.08,-4.776,0.069,0.754,0.038,30,1,5,23,"Cl Gulliver 14",259.928,-36.785
"Bochum_13",259.333,-35.529,351.211,1.383,0.105,6.95,11.11,1666,-0.277,0.083,-1.268,0.132,0.576,0.037,57,13,35,51,"Cl Bochum 13",259.333,-35.529
